»ù½ð´úÂë,index_t,index_t_1,similarity_score
21,2017Q4,2017Q3,0.5687109
21,2018Q1,2017Q4,0.13520654
21,2018Q2,2018Q1,0.19251148
21,2018Q3,2018Q2,0.50716794
21,2018Q4,2018Q3,0.27039313
21,2019Q1,2018Q4,0.10075741
21,2019Q2,2019Q1,0.13627462
21,2019Q3,2019Q2,0.19427036
21,2019Q4,2019Q3,0.17860733
21,2020Q1,2019Q4,0.11379326
21,2020Q2,2020Q1,0.2096848
21,2020Q3,2020Q2,0.42456648
21,2020Q4,2020Q3,0.23883225
21,2021Q1,2020Q4,0.14067411
21,2021Q2,2021Q1,0.14669794
21,2021Q3,2021Q2,0.2550912
21,2021Q4,2021Q3,0.3251549
21,2022Q1,2021Q4,0.24243349
21,2022Q2,2022Q1,0.18901259
29,2013Q3,2013Q2,0.05485917
29,2013Q4,2013Q3,0.14109096
29,2014Q1,2013Q4,0.056802783
29,2014Q2,2014Q1,0.10353156
29,2015Q3,2015Q2,0.08350162
29,2015Q4,2015Q3,0.03730475
29,2016Q1,2015Q4,0.04028978
29,2016Q2,2016Q1,0.027362118
29,2016Q3,2016Q2,0.061291926
29,2016Q4,2016Q3,0.05319261
29,2017Q1,2016Q4,0.46814427
29,2017Q2,2017Q1,0.062380172
29,2017Q3,2017Q2,0.23464209
29,2017Q4,2017Q3,0.06728263
29,2018Q2,2018Q1,0.0
29,2019Q3,2019Q2,0.0
29,2019Q4,2019Q3,0.017431531
29,2020Q1,2019Q4,0.025546882
29,2020Q2,2020Q1,0.03758797
29,2020Q3,2020Q2,0.0899273
29,2020Q4,2020Q3,0.08746441
29,2021Q1,2020Q4,0.12611257
29,2021Q2,2021Q1,0.12825392
29,2021Q3,2021Q2,0.13587992
29,2021Q4,2021Q3,0.22313799
29,2022Q1,2021Q4,0.29541487
29,2022Q2,2022Q1,0.19970828
30,2013Q3,2013Q2,0.18286373
30,2013Q4,2013Q3,0.35961044
30,2014Q1,2013Q4,0.16925128
30,2014Q2,2014Q1,0.20380098
30,2014Q3,2014Q2,0.30603832
30,2014Q4,2014Q3,0.22720455
30,2015Q1,2014Q4,0.19768302
30,2015Q2,2015Q1,0.25069013
30,2015Q3,2015Q2,0.18219703
30,2015Q4,2015Q3,0.23651424
30,2016Q1,2015Q4,0.21790083
30,2016Q2,2016Q1,0.13755769
30,2016Q3,2016Q2,0.1668071
30,2016Q4,2016Q3,0.007746216
30,2017Q1,2016Q4,0.10197273
30,2017Q2,2017Q1,0.15769996
30,2017Q3,2017Q2,0.14888135
30,2017Q4,2017Q3,0.18062246
30,2018Q1,2017Q4,0.0644269
30,2018Q2,2018Q1,0.104680054
30,2018Q3,2018Q2,0.17132248
30,2018Q4,2018Q3,0.3390338
30,2019Q1,2018Q4,0.16326544
30,2019Q2,2019Q1,0.037894893
30,2019Q3,2019Q2,0.709924
30,2019Q4,2019Q3,0.8826087
30,2020Q1,2019Q4,0.8737726
30,2020Q2,2020Q1,0.8199634
30,2020Q3,2020Q2,0.74680454
30,2020Q4,2020Q3,0.577664
30,2021Q1,2020Q4,0.44763055
30,2021Q2,2021Q1,0.5634587
30,2021Q3,2021Q2,0.6602935
30,2021Q4,2021Q3,0.58237195
30,2022Q1,2021Q4,0.7806581
30,2022Q2,2022Q1,0.7847327
31,2009Q4,2009Q3,0.0
31,2010Q1,2009Q4,0.27200544
31,2010Q2,2010Q1,0.17298655
31,2010Q3,2010Q2,0.24403
31,2010Q4,2010Q3,0.09529432
31,2011Q1,2010Q4,0.14212361
31,2011Q2,2011Q1,0.106020145
31,2011Q3,2011Q2,0.3195685
31,2011Q4,2011Q3,0.2171455
31,2012Q1,2011Q4,0.13229255
31,2012Q4,2012Q3,0.054555412
31,2013Q1,2012Q4,0.068324886
31,2013Q2,2013Q1,0.26079172
31,2013Q3,2013Q2,0.2828729
31,2013Q4,2013Q3,0.28222328
31,2014Q1,2013Q4,0.31323382
31,2017Q2,2017Q1,0.15168393
31,2017Q3,2017Q2,0.21826805
31,2017Q4,2017Q3,0.07075613
31,2018Q1,2017Q4,0.031777114
31,2018Q2,2018Q1,0.095337465
31,2018Q3,2018Q2,0.110367335
31,2018Q4,2018Q3,0.16475728
31,2019Q1,2018Q4,0.17700176
31,2019Q2,2019Q1,0.044289682
31,2019Q3,2019Q2,0.15245111
31,2019Q4,2019Q3,0.10625465
31,2020Q1,2019Q4,0.07415879
31,2020Q2,2020Q1,0.21875659
31,2020Q3,2020Q2,0.08374862
31,2020Q4,2020Q3,0.13778332
31,2021Q1,2020Q4,0.01981858
31,2021Q2,2021Q1,0.18935144
31,2021Q3,2021Q2,0.14754046
31,2021Q4,2021Q3,0.11520166
31,2022Q1,2021Q4,0.08896038
31,2022Q2,2022Q1,0.0876316
39,2013Q3,2013Q2,0.07167445
39,2013Q4,2013Q3,0.040498443
39,2014Q1,2013Q4,0.037219904
39,2014Q2,2014Q1,0.050642703
39,2014Q3,2014Q2,0.028783087
39,2014Q4,2014Q3,0.12299861
39,2015Q1,2014Q4,0.12667768
39,2015Q2,2015Q1,0.026772857
39,2015Q3,2015Q2,0.015192641
39,2015Q4,2015Q3,0.00814597
39,2016Q1,2015Q4,0.07665707
39,2016Q2,2016Q1,0.029029178
39,2016Q3,2016Q2,0.04657496
39,2016Q4,2016Q3,0.05228764
39,2017Q1,2016Q4,0.03843661
39,2017Q2,2017Q1,0.15635866
39,2017Q3,2017Q2,0.10703138
39,2017Q4,2017Q3,0.115392804
39,2018Q1,2017Q4,0.12151855
39,2018Q2,2018Q1,0.061128046
39,2018Q3,2018Q2,0.073754765
39,2018Q4,2018Q3,0.21231428
39,2019Q1,2018Q4,0.10368998
39,2019Q2,2019Q1,0.09703161
39,2019Q3,2019Q2,0.046507664
39,2019Q4,2019Q3,0.11237216
39,2020Q1,2019Q4,0.061971612
39,2020Q2,2020Q1,0.39867833
39,2020Q3,2020Q2,0.102634594
39,2020Q4,2020Q3,0.06326944
39,2021Q1,2020Q4,0.033708297
39,2021Q2,2021Q1,0.14687192
39,2021Q3,2021Q2,0.08112331
39,2021Q4,2021Q3,0.113297194
39,2022Q1,2021Q4,0.11328085
39,2022Q2,2022Q1,0.10875191
42,2013Q3,2013Q2,0.50483507
42,2013Q4,2013Q3,0.31580618
42,2014Q1,2013Q4,0.22256127
42,2014Q2,2014Q1,0.32100007
42,2014Q3,2014Q2,0.42486954
42,2014Q4,2014Q3,0.75902003
42,2015Q1,2014Q4,0.53174347
42,2015Q2,2015Q1,0.016901743
42,2015Q3,2015Q2,0.6932543
42,2015Q4,2015Q3,0.19592652
42,2016Q1,2015Q4,0.1968786
42,2016Q2,2016Q1,0.062309243
42,2016Q3,2016Q2,0.11522943
42,2016Q4,2016Q3,0.13899375
42,2017Q1,2016Q4,0.11728779
42,2017Q2,2017Q1,0.11065245
42,2017Q3,2017Q2,0.29931387
42,2017Q4,2017Q3,0.21190909
42,2018Q1,2017Q4,0.34368962
42,2018Q2,2018Q1,0.38562605
42,2018Q3,2018Q2,0.22251937
42,2018Q4,2018Q3,0.47170797
42,2019Q2,2019Q1,0.0
42,2019Q3,2019Q2,0.13383198
42,2019Q4,2019Q3,0.34186715
42,2020Q1,2019Q4,0.370281
42,2020Q2,2020Q1,0.45475468
42,2020Q3,2020Q2,0.39318433
42,2020Q4,2020Q3,0.45788535
42,2021Q1,2020Q4,0.44101906
42,2021Q2,2021Q1,0.51101255
42,2021Q3,2021Q2,0.99999994
42,2021Q4,2021Q3,0.99999994
42,2022Q1,2021Q4,0.45002773
42,2022Q2,2022Q1,0.44300395
51,2011Q1,2010Q4,0.195861
51,2011Q2,2011Q1,0.36820412
51,2011Q3,2011Q2,0.44391567
51,2011Q4,2011Q3,0.40107173
51,2012Q1,2011Q4,0.44911528
51,2012Q2,2012Q1,0.5561626
51,2012Q3,2012Q2,0.44790363
51,2012Q4,2012Q3,0.32669964
51,2013Q1,2012Q4,0.2886022
51,2013Q2,2013Q1,0.31736585
51,2013Q3,2013Q2,0.19290344
51,2013Q4,2013Q3,0.74421626
51,2014Q1,2013Q4,0.70592684
51,2014Q2,2014Q1,0.8144434
51,2014Q3,2014Q2,0.7650695
51,2014Q4,2014Q3,0.58045346
51,2015Q1,2014Q4,0.595658
51,2015Q2,2015Q1,0.6098152
51,2015Q3,2015Q2,0.5670533
51,2015Q4,2015Q3,0.5254872
51,2016Q1,2015Q4,0.2890339
51,2016Q2,2016Q1,0.20041505
51,2016Q3,2016Q2,0.71767664
51,2016Q4,2016Q3,0.55899507
51,2017Q1,2016Q4,0.59044766
51,2017Q2,2017Q1,0.22109239
51,2017Q3,2017Q2,0.45234084
51,2017Q4,2017Q3,0.5036357
51,2018Q1,2017Q4,0.48639256
51,2018Q2,2018Q1,0.48224527
51,2018Q3,2018Q2,0.52551347
51,2018Q4,2018Q3,0.5375429
51,2019Q1,2018Q4,0.52841866
51,2019Q2,2019Q1,0.4370205
51,2019Q3,2019Q2,0.4060442
51,2019Q4,2019Q3,0.408898
51,2020Q1,2019Q4,0.3959839
51,2020Q2,2020Q1,0.41525564
51,2020Q3,2020Q2,0.3769013
51,2020Q4,2020Q3,0.41158697
51,2021Q1,2020Q4,0.4648727
51,2021Q2,2021Q1,0.40368128
51,2021Q3,2021Q2,0.41688237
51,2021Q4,2021Q3,0.45933855
51,2022Q1,2021Q4,0.46547294
51,2022Q2,2022Q1,0.48402062
56,2013Q4,2013Q3,0.10468562
56,2014Q1,2013Q4,0.09647586
56,2014Q2,2014Q1,0.123850286
56,2014Q3,2014Q2,0.2042095
56,2014Q4,2014Q3,0.22849685
56,2015Q1,2014Q4,0.4815085
56,2015Q2,2015Q1,0.023529354
56,2015Q3,2015Q2,0.015109522
56,2015Q4,2015Q3,0.048567798
56,2016Q1,2015Q4,0.03279149
56,2016Q2,2016Q1,0.049573794
56,2016Q3,2016Q2,0.11681782
56,2016Q4,2016Q3,0.12765577
56,2017Q1,2016Q4,0.046074808
56,2017Q2,2017Q1,0.24394235
56,2017Q3,2017Q2,0.1647087
56,2017Q4,2017Q3,0.1123968
56,2018Q1,2017Q4,0.04548298
56,2018Q2,2018Q1,0.12504293
56,2018Q3,2018Q2,0.090368405
56,2018Q4,2018Q3,0.15446939
56,2019Q1,2018Q4,0.08035817
56,2019Q2,2019Q1,0.1696352
56,2019Q3,2019Q2,0.097408965
56,2019Q4,2019Q3,0.13742001
56,2020Q1,2019Q4,0.13331193
56,2020Q2,2020Q1,0.16740346
56,2020Q3,2020Q2,0.12202127
56,2020Q4,2020Q3,0.12382814
56,2021Q1,2020Q4,0.09419918
56,2021Q2,2021Q1,0.06625244
56,2021Q3,2021Q2,0.032151144
56,2021Q4,2021Q3,0.09298056
56,2022Q1,2021Q4,0.09792676
56,2022Q2,2022Q1,0.084579915
57,2013Q3,2013Q2,0.21770853
57,2013Q4,2013Q3,0.27530888
57,2014Q1,2013Q4,0.3139945
57,2014Q2,2014Q1,0.42042086
57,2014Q3,2014Q2,0.48208708
57,2014Q4,2014Q3,0.34717017
57,2015Q1,2014Q4,0.28049684
57,2015Q2,2015Q1,0.09994049
57,2015Q3,2015Q2,0.15224895
57,2015Q4,2015Q3,0.7390999
57,2016Q1,2015Q4,0.6451615
57,2016Q2,2016Q1,0.5906452
57,2016Q3,2016Q2,0.6401612
57,2016Q4,2016Q3,0.66917986
57,2017Q1,2016Q4,0.20931916
57,2017Q2,2017Q1,0.23688743
57,2017Q3,2017Q2,0.3621588
57,2017Q4,2017Q3,0.41352296
57,2018Q1,2017Q4,0.5939097
57,2018Q2,2018Q1,0.50257003
57,2018Q3,2018Q2,0.5310593
57,2018Q4,2018Q3,0.525502
57,2019Q1,2018Q4,0.54471654
57,2019Q2,2019Q1,0.54040796
57,2019Q3,2019Q2,0.5717007
57,2019Q4,2019Q3,0.4817584
57,2020Q1,2019Q4,0.4474216
57,2020Q2,2020Q1,0.4497453
57,2020Q3,2020Q2,0.36758524
57,2020Q4,2020Q3,0.81831324
57,2021Q1,2020Q4,0.68378747
57,2021Q2,2021Q1,0.7329309
57,2021Q3,2021Q2,0.8100394
57,2021Q4,2021Q3,0.8377876
57,2022Q1,2021Q4,0.85450554
57,2022Q2,2022Q1,0.82772386
58,2013Q3,2013Q2,0.20435634
58,2013Q4,2013Q3,0.39432856
58,2014Q1,2013Q4,0.31798336
58,2014Q2,2014Q1,0.6494207
58,2014Q3,2014Q2,0.38164923
58,2014Q4,2014Q3,0.48095426
58,2015Q1,2014Q4,0.59925383
58,2015Q2,2015Q1,0.52660763
58,2015Q3,2015Q2,0.32398945
58,2015Q4,2015Q3,0.452071
58,2016Q1,2015Q4,0.5855682
58,2016Q2,2016Q1,0.3567485
58,2016Q3,2016Q2,0.44376698
58,2016Q4,2016Q3,0.48451123
58,2017Q1,2016Q4,0.37822124
58,2017Q2,2017Q1,0.3729265
58,2017Q3,2017Q2,0.20186597
58,2017Q4,2017Q3,0.18978208
58,2018Q1,2017Q4,0.3077519
58,2018Q2,2018Q1,0.21492517
58,2018Q3,2018Q2,0.2655928
58,2018Q4,2018Q3,0.37030408
58,2019Q1,2018Q4,0.11613115
58,2019Q2,2019Q1,0.19375318
58,2019Q3,2019Q2,0.0039761323
58,2019Q4,2019Q3,0.36366832
58,2020Q1,2019Q4,0.44506145
58,2020Q2,2020Q1,0.1899865
58,2020Q3,2020Q2,0.30147657
58,2020Q4,2020Q3,0.15022646
58,2021Q1,2020Q4,0.16246492
58,2021Q2,2021Q1,0.23562795
58,2021Q3,2021Q2,0.28156045
58,2021Q4,2021Q3,0.39723703
58,2022Q1,2021Q4,0.19617632
58,2022Q2,2022Q1,0.24400498
59,2014Q1,2013Q4,0.27380747
59,2014Q2,2014Q1,0.3211534
59,2014Q3,2014Q2,0.37814826
59,2014Q4,2014Q3,0.52294666
59,2015Q1,2014Q4,0.4508301
59,2015Q4,2015Q3,0.5135622
59,2016Q1,2015Q4,0.2616891
59,2016Q2,2016Q1,0.34530276
59,2016Q3,2016Q2,0.09064135
59,2016Q4,2016Q3,0.30334172
59,2017Q1,2016Q4,0.47477463
59,2017Q2,2017Q1,0.5538259
59,2017Q3,2017Q2,0.73359376
59,2017Q4,2017Q3,0.36332816
59,2018Q1,2017Q4,0.2854588
59,2018Q2,2018Q1,0.27719805
59,2018Q3,2018Q2,0.39841577
59,2018Q4,2018Q3,0.0
59,2019Q1,2018Q4,0.0
59,2019Q2,2019Q1,0.4552276
59,2019Q3,2019Q2,0.36078966
59,2019Q4,2019Q3,0.335811
59,2020Q1,2019Q4,0.18706553
59,2020Q2,2020Q1,0.54611623
59,2020Q3,2020Q2,0.4205295
59,2020Q4,2020Q3,0.27821302
59,2021Q1,2020Q4,0.26315737
59,2021Q2,2021Q1,0.2919463
59,2021Q3,2021Q2,0.3054994
59,2021Q4,2021Q3,0.32955456
59,2022Q1,2021Q4,0.1417697
59,2022Q2,2022Q1,0.28259242
61,2011Q1,2010Q4,0.06376646
61,2011Q2,2011Q1,0.29676855
61,2011Q3,2011Q2,0.1715718
61,2011Q4,2011Q3,0.16473274
61,2012Q1,2011Q4,0.3802637
61,2012Q2,2012Q1,0.20058326
61,2012Q3,2012Q2,0.120767795
61,2012Q4,2012Q3,0.17219543
61,2013Q1,2012Q4,0.13293569
61,2013Q2,2013Q1,0.20814264
61,2013Q3,2013Q2,0.28533947
61,2013Q4,2013Q3,0.0713099
61,2014Q1,2013Q4,0.10389381
61,2014Q2,2014Q1,0.18004078
61,2014Q3,2014Q2,0.14970396
61,2014Q4,2014Q3,0.17830417
61,2015Q1,2014Q4,0.18145409
61,2015Q2,2015Q1,0.14566284
61,2015Q3,2015Q2,0.28285402
61,2015Q4,2015Q3,0.83501524
61,2016Q1,2015Q4,0.1601251
61,2016Q2,2016Q1,0.33927342
61,2016Q3,2016Q2,0.24917538
61,2016Q4,2016Q3,0.2259892
61,2017Q1,2016Q4,0.19061491
61,2017Q2,2017Q1,0.31937546
61,2017Q3,2017Q2,0.7272272
61,2017Q4,2017Q3,0.42709762
61,2018Q1,2017Q4,0.2722382
61,2018Q2,2018Q1,0.24754645
61,2018Q3,2018Q2,0.47405505
61,2018Q4,2018Q3,0.33726496
61,2019Q1,2018Q4,0.23945123
61,2019Q2,2019Q1,0.16520941
61,2019Q3,2019Q2,0.12292773
61,2019Q4,2019Q3,0.1599236
61,2020Q1,2019Q4,0.08290721
61,2020Q2,2020Q1,0.34862632
61,2020Q3,2020Q2,0.82792056
61,2020Q4,2020Q3,0.6483046
61,2021Q1,2020Q4,0.21089722
61,2021Q2,2021Q1,0.5940163
61,2021Q3,2021Q2,0.21892175
61,2021Q4,2021Q3,0.07822947
61,2022Q1,2021Q4,0.048864007
61,2022Q2,2022Q1,0.14985825
63,2014Q1,2013Q4,0.85297143
63,2014Q4,2014Q3,0.94537306
63,2015Q1,2014Q4,0.9481571
63,2015Q2,2015Q1,0.9722302
63,2015Q3,2015Q2,0.9509997
63,2015Q4,2015Q3,0.93930066
63,2016Q1,2015Q4,0.9235292
63,2016Q2,2016Q1,0.9531294
63,2016Q3,2016Q2,0.98316926
63,2016Q4,2016Q3,0.974529
63,2017Q1,2016Q4,0.9965663
63,2017Q2,2017Q1,0.91704416
63,2017Q3,2017Q2,0.9717399
63,2017Q4,2017Q3,0.9377933
63,2018Q1,2017Q4,0.9056223
63,2018Q2,2018Q1,0.8422882
63,2018Q3,2018Q2,0.88003635
63,2018Q4,2018Q3,0.02528267
63,2019Q1,2018Q4,0.08061054
63,2019Q2,2019Q1,0.06472085
63,2019Q3,2019Q2,0.25417772
63,2019Q4,2019Q3,0.44262078
63,2020Q1,2019Q4,0.38944188
63,2020Q2,2020Q1,0.6081603
63,2020Q3,2020Q2,0.27973354
63,2020Q4,2020Q3,0.41311753
63,2021Q1,2020Q4,0.137557
63,2021Q2,2021Q1,0.4035004
63,2021Q3,2021Q2,0.68264407
63,2021Q4,2021Q3,0.37620077
63,2022Q1,2021Q4,0.025317628
63,2022Q2,2022Q1,0.16756281
65,2013Q4,2013Q3,0.43764043
65,2014Q1,2013Q4,0.1256651
65,2014Q4,2014Q3,0.1559744
65,2015Q1,2014Q4,0.39337772
65,2015Q2,2015Q1,0.44052213
65,2015Q3,2015Q2,0.12219559
65,2015Q4,2015Q3,0.40630487
65,2016Q1,2015Q4,0.17333326
65,2016Q2,2016Q1,0.4141001
65,2016Q3,2016Q2,0.491207
65,2016Q4,2016Q3,0.23547468
65,2017Q1,2016Q4,0.414168
65,2017Q2,2017Q1,0.56116015
65,2017Q3,2017Q2,0.46784568
65,2017Q4,2017Q3,0.29472896
65,2018Q1,2017Q4,0.090490684
65,2018Q2,2018Q1,0.1800564
65,2018Q3,2018Q2,0.46479732
65,2018Q4,2018Q3,0.35339865
65,2019Q1,2018Q4,0.078912646
65,2019Q2,2019Q1,0.18695113
65,2019Q3,2019Q2,0.14636254
65,2019Q4,2019Q3,0.23067465
65,2020Q1,2019Q4,0.16185758
65,2020Q2,2020Q1,0.23058254
65,2020Q3,2020Q2,0.38030922
65,2020Q4,2020Q3,0.2460415
65,2021Q1,2020Q4,0.24669081
65,2021Q2,2021Q1,0.261845
65,2021Q3,2021Q2,0.10048256
65,2021Q4,2021Q3,0.50038326
65,2022Q1,2021Q4,0.2559389
65,2022Q2,2022Q1,0.32302278
66,2013Q4,2013Q3,0.3919736
66,2014Q1,2013Q4,0.32291883
66,2014Q2,2014Q1,0.6759461
66,2014Q3,2014Q2,0.58352715
66,2014Q4,2014Q3,0.460035
